FID,OBJECTID,Project,PointYrID,PointID,Fire_ID,Fire_year,Year,TSB,Burned,TreeCov,ShrubCov,LiveBA,SnagBA,lat,long,burnsev,CC_BurnSev,Distance,slope,elevation,aspect,visits,WHRsize2,WHRtype2,WHRdens2,WHRtype15,Src_Year15,WHRsize15,WHRdens15,F2001star_,F2004stray,F2006bould,F2007moonl,F2008cold_,F2008cub_b,F2008rich_,F2012CHIPS,F2014bald_,F2000storr,dropped,prefire,cc_storrie,cc_bald,cc_boulder,cc_chips,cc_cold,cc_cub,cc_moonlit,cc_rich,cc_star,cc_straylo
3129,3130,MIS,PL16C.E.2010,PL16C.E,unburned,0,2010,-9999,0,43,5,21,-9999,40.028892,-120.581136,-9999,0,0,28,1722,278,1,5,SMC,4,SMC,2005,5,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3130,3131,MIS,PL16C.E.2011,PL16C.E,unburned,0,2011,-9999,0,43,5,21,-9999,40.028892,-120.581136,-9999,0,0,28,1722,278,2,5,SMC,4,SMC,2005,5,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3131,3132,MIS,PL16C.E.2012,PL16C.E,unburned,0,2012,-9999,0,43,5,21,-9999,40.028892,-120.581136,-9999,0,0,28,1722,278,1,5,SMC,4,SMC,2005,5,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3132,3133,MIS,PL16C.E.2013,PL16C.E,unburned,0,2013,-9999,0,43,5,21,-9999,40.028892,-120.581136,-9999,0,0,28,1722,278,2,5,SMC,4,SMC,2005,5,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3133,3134,MIS,PL16C.E.2014,PL16C.E,unburned,0,2014,-9999,0,43,5,21,-9999,40.028892,-120.581136,-9999,0,0,28,1722,278,1,5,SMC,4,SMC,2005,5,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3134,3135,MIS,PL16C.E.2015,PL16C.E,unburned,0,2015,-9999,0,43,5,21,-9999,40.028892,-120.581136,-9999,0,0,28,1722,278,2,5,SMC,4,SMC,2005,5,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3135,3136,MIS,PL16C.N.2010,PL16C.N,unburned,0,2010,-9999,0,31,20,16,-9999,40.031129,-120.584084,-9999,0,0,30,1761,225,1,4,EPN,2,SMC,2005,5,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3136,3137,MIS,PL16C.N.2011,PL16C.N,unburned,0,2011,-9999,0,31,20,16,-9999,40.031129,-120.584084,-9999,0,0,30,1761,225,2,4,EPN,2,SMC,2005,5,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3137,3138,MIS,PL16C.N.2012,PL16C.N,unburned,0,2012,-9999,0,31,20,16,-9999,40.031129,-120.584084,-9999,0,0,30,1761,225,1,4,EPN,2,SMC,2005,5,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3138,3139,MIS,PL16C.N.2013,PL16C.N,unburned,0,2013,-9999,0,31,20,16,-9999,40.031129,-120.584084,-9999,0,0,30,1761,225,2,4,EPN,2,SMC,2005,5,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3139,3140,MIS,PL16C.N.2014,PL16C.N,unburned,0,2014,-9999,0,31,20,16,-9999,40.031129,-120.584084,-9999,0,0,30,1761,225,1,4,EPN,2,SMC,2005,5,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3140,3141,MIS,PL16C.N.2015,PL16C.N,unburned,0,2015,-9999,0,31,20,16,-9999,40.031129,-120.584084,-9999,0,0,30,1761,225,2,4,EPN,2,SMC,2005,5,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3141,3142,MIS,PL16C.S.2010,PL16C.S,unburned,0,2010,-9999,0,27,30,9,-9999,40.026628,-120.584048,-9999,0,0,16,1660,216,1,4,EPN,3,PPN,2005,4,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3142,3143,MIS,PL16C.S.2011,PL16C.S,unburned,0,2011,-9999,0,27,30,9,-9999,40.026628,-120.584048,-9999,0,0,16,1660,216,2,4,EPN,3,PPN,2005,4,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3143,3144,MIS,PL16C.S.2012,PL16C.S,unburned,0,2012,-9999,0,27,30,9,-9999,40.026628,-120.584048,-9999,0,0,16,1660,216,1,4,EPN,3,PPN,2005,4,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3144,3145,MIS,PL16C.S.2013,PL16C.S,unburned,0,2013,-9999,0,27,30,9,-9999,40.026628,-120.584048,-9999,0,0,16,1660,216,2,4,EPN,3,PPN,2005,4,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3145,3146,MIS,PL16C.S.2014,PL16C.S,unburned,0,2014,-9999,0,27,30,9,-9999,40.026628,-120.584048,-9999,0,0,16,1660,216,1,4,EPN,3,PPN,2005,4,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3146,3147,MIS,PL16C.S.2015,PL16C.S,unburned,0,2015,-9999,0,27,30,9,-9999,40.026628,-120.584048,-9999,0,0,16,1660,216,2,4,EPN,3,PPN,2005,4,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3147,3148,MIS,PL16C.W.2010,PL16C.W,unburned,0,2010,-9999,0,22,35,11,-9999,40.028865,-120.586996,-9999,0,0,30,1699,140,1,4,EPN,2,PPN,2005,4,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3148,3149,MIS,PL16C.W.2011,PL16C.W,unburned,0,2011,-9999,0,22,35,11,-9999,40.028865,-120.586996,-9999,0,0,30,1699,140,2,4,EPN,2,PPN,2005,4,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3149,3150,MIS,PL16C.W.2012,PL16C.W,unburned,0,2012,-9999,0,22,35,11,-9999,40.028865,-120.586996,-9999,0,0,30,1699,140,1,4,EPN,2,PPN,2005,4,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3150,3151,MIS,PL16C.W.2013,PL16C.W,unburned,0,2013,-9999,0,22,35,11,-9999,40.028865,-120.586996,-9999,0,0,30,1699,140,2,4,EPN,2,PPN,2005,4,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3151,3152,MIS,PL16C.W.2014,PL16C.W,unburned,0,2014,-9999,0,22,35,11,-9999,40.028865,-120.586996,-9999,0,0,30,1699,140,1,4,EPN,2,PPN,2005,4,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3152,3153,MIS,PL16C.W.2015,PL16C.W,unburned,0,2015,-9999,0,22,35,11,-9999,40.028865,-120.586996,-9999,0,0,30,1699,140,2,4,EPN,2,PPN,2005,4,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3153,3154,MIS,PL18A.C.2010,PL18A.C,unburned,0,2010,-9999,0,20,30,9,-9999,39.78647,-120.430263,-9999,0,0,19,1731,111,1,4,EPN,3,EPN,2000,3,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3154,3155,MIS,PL18A.C.2011,PL18A.C,unburned,0,2011,-9999,0,20,30,9,-9999,39.78647,-120.430263,-9999,0,0,19,1731,111,1,4,EPN,3,EPN,2000,3,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3155,3156,MIS,PL18A.C.2012,PL18A.C,unburned,0,2012,-9999,0,20,30,9,-9999,39.78647,-120.430263,-9999,0,0,19,1731,111,2,4,EPN,3,EPN,2000,3,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3156,3157,MIS,PL18A.C.2013,PL18A.C,unburned,0,2013,-9999,0,20,30,9,-9999,39.78647,-120.430263,-9999,0,0,19,1731,111,2,4,EPN,3,EPN,2000,3,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3157,3158,MIS,PL18A.C.2014,PL18A.C,unburned,0,2014,-9999,0,20,30,9,-9999,39.78647,-120.430263,-9999,0,0,19,1731,111,1,4,EPN,3,EPN,2000,3,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3158,3159,MIS,PL18A.C.2015,PL18A.C,unburned,0,2015,-9999,0,16,23,10,-9999,39.78647,-120.430263,-9999,0,0,19,1731,111,2,4,EPN,3,EPN,2000,3,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3159,3160,MIS,PL18A.E.2010,PL18A.E,unburned,0,2010,-9999,0,18,40,7,-9999,39.786481,-120.427343,-9999,0,0,11,1710,63,2,4,EPN,3,SGB,2000,0,X,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3160,3161,MIS,PL18A.E.2011,PL18A.E,unburned,0,2011,-9999,0,18,40,7,-9999,39.786481,-120.427343,-9999,0,0,11,1710,63,1,4,EPN,3,SGB,2000,0,X,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3161,3162,MIS,PL18A.E.2012,PL18A.E,unburned,0,2012,-9999,0,18,40,7,-9999,39.786481,-120.427343,-9999,0,0,11,1710,63,2,4,EPN,3,SGB,2000,0,X,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3162,3163,MIS,PL18A.E.2013,PL18A.E,unburned,0,2013,-9999,0,18,40,7,-9999,39.786481,-120.427343,-9999,0,0,11,1710,63,2,4,EPN,3,SGB,2000,0,X,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3163,3164,MIS,PL18A.E.2014,PL18A.E,unburned,0,2014,-9999,0,18,40,7,-9999,39.786481,-120.427343,-9999,0,0,11,1710,63,1,4,EPN,3,SGB,2000,0,X,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3164,3165,MIS,PL18A.E.2015,PL18A.E,unburned,0,2015,-9999,0,15,36,7,-9999,39.786481,-120.427343,-9999,0,0,11,1710,63,2,4,EPN,3,SGB,2000,0,X,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3165,3166,MIS,PL18A.N.2010,PL18A.N,unburned,0,2010,-9999,0,14,40,6,-9999,39.788721,-120.430276,-9999,0,0,6,1709,159,2,4,EPN,3,EPN,2000,4,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3166,3167,MIS,PL18A.N.2011,PL18A.N,unburned,0,2011,-9999,0,14,40,6,-9999,39.788721,-120.430276,-9999,0,0,6,1709,159,1,4,EPN,3,EPN,2000,4,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3167,3168,MIS,PL18A.N.2012,PL18A.N,unburned,0,2012,-9999,0,14,40,6,-9999,39.788721,-120.430276,-9999,0,0,6,1709,159,2,4,EPN,3,EPN,2000,4,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3168,3169,MIS,PL18A.N.2013,PL18A.N,unburned,0,2013,-9999,0,14,40,6,-9999,39.788721,-120.430276,-9999,0,0,6,1709,159,2,4,EPN,3,EPN,2000,4,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3169,3170,MIS,PL18A.N.2014,PL18A.N,unburned,0,2014,-9999,0,14,40,6,-9999,39.788721,-120.430276,-9999,0,0,6,1709,159,1,4,EPN,3,EPN,2000,4,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3170,3171,MIS,PL18A.N.2015,PL18A.N,unburned,0,2015,-9999,0,12,30,9,-9999,39.788721,-120.430276,-9999,0,0,6,1709,159,2,4,EPN,3,EPN,2000,4,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3171,3172,MIS,PL18A.S.2010,PL18A.S,unburned,0,2010,-9999,0,18,30,9,-9999,39.78422,-120.43025,-9999,0,0,15,1772,299,2,4,SMC,2,MCP,2000,0,X,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3172,3173,MIS,PL18A.S.2011,PL18A.S,unburned,0,2011,-9999,0,18,30,9,-9999,39.78422,-120.43025,-9999,0,0,15,1772,299,1,4,SMC,2,MCP,2000,0,X,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3173,3174,MIS,PL18A.S.2012,PL18A.S,unburned,0,2012,-9999,0,18,30,9,-9999,39.78422,-120.43025,-9999,0,0,15,1772,299,2,4,SMC,2,MCP,2000,0,X,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3174,3175,MIS,PL18A.S.2013,PL18A.S,unburned,0,2013,-9999,0,18,30,9,-9999,39.78422,-120.43025,-9999,0,0,15,1772,299,2,4,SMC,2,MCP,2000,0,X,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3175,3176,MIS,PL18A.S.2014,PL18A.S,unburned,0,2014,-9999,0,18,30,9,-9999,39.78422,-120.43025,-9999,0,0,15,1772,299,1,4,SMC,2,MCP,2000,0,X,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3176,3177,MIS,PL18A.S.2015,PL18A.S,unburned,0,2015,-9999,0,17,33,7,-9999,39.78422,-120.43025,-9999,0,0,15,1772,299,2,4,SMC,2,MCP,2000,0,X,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3177,3178,MIS,PL18A.W.2010,PL18A.W,unburned,0,2010,-9999,0,33,10,9,-9999,39.78646,-120.433184,-9999,0,0,18,1729,9,2,4,EPN,3,SMC,2000,5,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3178,3179,MIS,PL18A.W.2011,PL18A.W,unburned,0,2011,-9999,0,33,10,9,-9999,39.78646,-120.433184,-9999,0,0,18,1729,9,1,4,EPN,3,SMC,2000,5,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3179,3180,MIS,PL18A.W.2012,PL18A.W,unburned,0,2012,-9999,0,33,10,9,-9999,39.78646,-120.433184,-9999,0,0,18,1729,9,2,4,EPN,3,SMC,2000,5,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3180,3181,MIS,PL18A.W.2013,PL18A.W,unburned,0,2013,-9999,0,33,10,9,-9999,39.78646,-120.433184,-9999,0,0,18,1729,9,2,4,EPN,3,SMC,2000,5,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3181,3182,MIS,PL18A.W.2014,PL18A.W,unburned,0,2014,-9999,0,33,10,9,-9999,39.78646,-120.433184,-9999,0,0,18,1729,9,1,4,EPN,3,SMC,2000,5,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3182,3183,MIS,PL18A.W.2015,PL18A.W,unburned,0,2015,-9999,0,23,19,10,-9999,39.78646,-120.433184,-9999,0,0,18,1729,9,2,4,EPN,3,SMC,2000,5,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3183,3184,MIS,PL19A.C.2010,PL19A.C,unburned,0,2010,-9999,0,26,55,15,-9999,40.047665,-120.384912,-9999,0,0,4,1850,229,2,4,EPN,2,EPN,2000,4,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3184,3185,MIS,PL19A.C.2011,PL19A.C,unburned,0,2011,-9999,0,26,55,15,-9999,40.047665,-120.384912,-9999,0,0,4,1850,229,2,4,EPN,2,EPN,2000,4,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3185,3186,MIS,PL19A.C.2012,PL19A.C,unburned,0,2012,-9999,0,26,55,15,-9999,40.047665,-120.384912,-9999,0,0,4,1850,229,2,4,EPN,2,EPN,2000,4,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3186,3187,MIS,PL19A.C.2013,PL19A.C,unburned,0,2013,-9999,0,26,55,15,-9999,40.047665,-120.384912,-9999,0,0,4,1850,229,1,4,EPN,2,EPN,2000,4,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3187,3188,MIS,PL19A.C.2014,PL19A.C,unburned,0,2014,-9999,0,26,55,15,-9999,40.047665,-120.384912,-9999,0,0,4,1850,229,2,4,EPN,2,EPN,2000,4,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3188,3189,MIS,PL19A.C.2015,PL19A.C,unburned,0,2015,-9999,0,21,38,13,-9999,40.047665,-120.384912,-9999,0,0,4,1850,229,2,4,EPN,2,EPN,2000,4,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3189,3190,MIS,PL19A.N.2010,PL19A.N,unburned,0,2010,-9999,0,33,40,13,-9999,40.049915,-120.384924,-9999,0,0,10,1851,257,2,4,SMC,2,EPN,2000,4,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3190,3191,MIS,PL19A.N.2011,PL19A.N,unburned,0,2011,-9999,0,33,40,13,-9999,40.049915,-120.384924,-9999,0,0,10,1851,257,2,4,SMC,2,EPN,2000,4,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3191,3192,MIS,PL19A.N.2012,PL19A.N,unburned,0,2012,-9999,0,33,40,13,-9999,40.049915,-120.384924,-9999,0,0,10,1851,257,2,4,SMC,2,EPN,2000,4,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3192,3193,MIS,PL19A.N.2013,PL19A.N,unburned,0,2013,-9999,0,33,40,13,-9999,40.049915,-120.384924,-9999,0,0,10,1851,257,1,4,SMC,2,EPN,2000,4,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3193,3194,MIS,PL19A.N.2014,PL19A.N,unburned,0,2014,-9999,0,33,40,13,-9999,40.049915,-120.384924,-9999,0,0,10,1851,257,2,4,SMC,2,EPN,2000,4,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3194,3195,MIS,PL19A.N.2015,PL19A.N,unburned,0,2015,-9999,0,25,34,13,-9999,40.049915,-120.384924,-9999,0,0,10,1851,257,2,4,SMC,2,EPN,2000,4,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3195,3196,MIS,PL19A.W.2010,PL19A.W,unburned,0,2010,-9999,0,30,25,10,-9999,40.047656,-120.387843,-9999,0,0,11,1868,58,2,4,SMC,3,EPN,2000,4,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3196,3197,MIS,PL19A.W.2011,PL19A.W,unburned,0,2011,-9999,0,30,25,10,-9999,40.047656,-120.387843,-9999,0,0,11,1868,58,2,4,SMC,3,EPN,2000,4,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3197,3198,MIS,PL19A.W.2012,PL19A.W,unburned,0,2012,-9999,0,30,25,10,-9999,40.047656,-120.387843,-9999,0,0,11,1868,58,2,4,SMC,3,EPN,2000,4,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3198,3199,MIS,PL19A.W.2013,PL19A.W,unburned,0,2013,-9999,0,30,25,10,-9999,40.047656,-120.387843,-9999,0,0,11,1868,58,1,4,SMC,3,EPN,2000,4,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3199,3200,MIS,PL19A.W.2014,PL19A.W,unburned,0,2014,-9999,0,30,25,10,-9999,40.047656,-120.387843,-9999,0,0,11,1868,58,2,4,SMC,3,EPN,2000,4,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3200,3201,MIS,PL19A.W.2015,PL19A.W,unburned,0,2015,-9999,0,21,25,12,-9999,40.047656,-120.387843,-9999,0,0,11,1868,58,2,4,SMC,3,EPN,2000,4,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3201,3202,MIS,PL20A.C.2010,PL20A.C,unburned,0,2010,-9999,0,14,12,5,-9999,40.028987,-120.560625,-9999,0,0,11,1810,136,1,4,EPN,2,EPN,2005,4,S,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3202,3203,MIS,PL20A.C.2011,PL20A.C,unburned,0,2011,-9999,0,14,12,5,-9999,40.028987,-120.560625,-9999,0,0,11,1810,136,2,4,EPN,2,EPN,2005,4,S,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3203,3204,MIS,PL20A.C.2012,PL20A.C,unburned,0,2012,-9999,0,14,12,5,-9999,40.028987,-120.560625,-9999,0,0,11,1810,136,2,4,EPN,2,EPN,2005,4,S,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3204,3205,MIS,PL20A.C.2013,PL20A.C,unburned,0,2013,-9999,0,15,10,7,-9999,40.028987,-120.560625,-9999,0,0,11,1810,136,2,4,EPN,2,EPN,2005,4,S,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3205,3206,MIS,PL20A.C.2014,PL20A.C,unburned,0,2014,-9999,0,15,7,8,-9999,40.028987,-120.560625,-9999,0,0,11,1810,136,1,4,EPN,2,EPN,2005,4,S,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3206,3207,MIS,PL20A.C.2015,PL20A.C,unburned,0,2015,-9999,0,15,7,8,-9999,40.028987,-120.560625,-9999,0,0,11,1810,136,2,4,EPN,2,EPN,2005,4,S,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3207,3208,MIS,PL20A.E.2010,PL20A.E,unburned,0,2010,-9999,0,11,20,6,-9999,40.029001,-120.557695,-9999,0,0,15,1783,113,1,4,EPN,2,EPN,2005,4,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3208,3209,MIS,PL20A.E.2011,PL20A.E,unburned,0,2011,-9999,0,11,20,6,-9999,40.029001,-120.557695,-9999,0,0,15,1783,113,2,4,EPN,2,EPN,2005,4,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3209,3210,MIS,PL20A.E.2012,PL20A.E,unburned,0,2012,-9999,0,11,20,6,-9999,40.029001,-120.557695,-9999,0,0,15,1783,113,2,4,EPN,2,EPN,2005,4,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3210,3211,MIS,PL20A.E.2013,PL20A.E,unburned,0,2013,-9999,0,17,18,8,-9999,40.029001,-120.557695,-9999,0,0,15,1783,113,2,4,EPN,2,EPN,2005,4,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3211,3212,MIS,PL20A.E.2014,PL20A.E,unburned,0,2014,-9999,0,23,16,10,-9999,40.029001,-120.557695,-9999,0,0,15,1783,113,1,4,EPN,2,EPN,2005,4,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3212,3213,MIS,PL20A.E.2015,PL20A.E,unburned,0,2015,-9999,0,23,16,10,-9999,40.029001,-120.557695,-9999,0,0,15,1783,113,2,4,EPN,2,EPN,2005,4,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3213,3214,MIS,PL20A.N.2010,PL20A.N,unburned,0,2010,-9999,0,7,30,2,-9999,40.031238,-120.560642,-9999,0,0,13,1808,52,1,4,EPN,3,EPN,2005,4,S,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3214,3215,MIS,PL20A.N.2011,PL20A.N,unburned,0,2011,-9999,0,7,30,2,-9999,40.031238,-120.560642,-9999,0,0,13,1808,52,2,4,EPN,3,EPN,2005,4,S,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3215,3216,MIS,PL20A.N.2012,PL20A.N,unburned,0,2012,-9999,0,7,30,2,-9999,40.031238,-120.560642,-9999,0,0,13,1808,52,2,4,EPN,3,EPN,2005,4,S,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3216,3217,MIS,PL20A.N.2013,PL20A.N,unburned,0,2013,-9999,0,7,21,2,-9999,40.031238,-120.560642,-9999,0,0,13,1808,52,2,4,EPN,3,EPN,2005,4,S,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3217,3218,MIS,PL20A.N.2014,PL20A.N,unburned,0,2014,-9999,0,6,12,2,-9999,40.031238,-120.560642,-9999,0,0,13,1808,52,1,4,EPN,3,EPN,2005,4,S,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3218,3219,MIS,PL20A.N.2015,PL20A.N,unburned,0,2015,-9999,0,6,12,2,-9999,40.031238,-120.560642,-9999,0,0,13,1808,52,2,4,EPN,3,EPN,2005,4,S,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3219,3220,MIS,PL20A.S.2010,PL20A.S,unburned,0,2010,-9999,0,22,25,10,-9999,40.026737,-120.560608,-9999,0,0,12,1793,114,1,4,EPN,2,EPN,2005,4,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3220,3221,MIS,PL20A.S.2011,PL20A.S,unburned,0,2011,-9999,0,22,25,10,-9999,40.026737,-120.560608,-9999,0,0,12,1793,114,2,4,EPN,2,EPN,2005,4,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3221,3222,MIS,PL20A.S.2012,PL20A.S,unburned,0,2012,-9999,0,22,25,10,-9999,40.026737,-120.560608,-9999,0,0,12,1793,114,2,4,EPN,2,EPN,2005,4,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3222,3223,MIS,PL20A.S.2013,PL20A.S,unburned,0,2013,-9999,0,26,17,14,-9999,40.026737,-120.560608,-9999,0,0,12,1793,114,2,4,EPN,2,EPN,2005,4,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3223,3224,MIS,PL20A.S.2014,PL20A.S,unburned,0,2014,-9999,0,29,9,18,-9999,40.026737,-120.560608,-9999,0,0,12,1793,114,1,4,EPN,2,EPN,2005,4,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
